id,project,bug,verdict,note,similarity,num_turns,total_cost_usd,wallclock_s,agent_s,patch_added_lines,patch_removed_lines,input_tokens,output_tokens,cache_read_input_tokens
Closure-171,Closure,171,PLAUSIBLE,all developer tests pass,different,241,12.354707199999998,2845,2671,50,0,482,177947,46073191
Closure-172,Closure,172,PLAUSIBLE,all developer tests pass,same-files,19,0.31104640000000006,391,172,6,0,38,8530,541802
Closure-173,Closure,173,PLAUSIBLE,all developer tests pass,same-files,71,1.4097532000000002,990,771,39,7,142,33206,3852421
Closure-174,Closure,174,PLAUSIBLE,all developer tests pass,different,88,2.0542196,1061,826,27,12,176,48155,5767743
Closure-175,Closure,175,PLAUSIBLE,all developer tests pass,same-files,46,1.2271744000000002,690,554,19,20,92,33587,2750417
Closure-176,Closure,176,PLAUSIBLE,all developer tests pass,same-files,53,0.8592744000000001,539,401,6,1,106,19903,2211367
Codec-1,Codec,1,PLAUSIBLE,all developer tests pass,identical,11,0.1191928,41,25,3,3,14,1926,152344
Codec-2,Codec,2,PLAUSIBLE,all developer tests pass,same-files,20,0.43429619999999997,148,131,1,1,40,11038,783101
Codec-3,Codec,3,PLAUSIBLE,all developer tests pass,identical,9,0.11552680000000001,47,34,1,1,18,2432,171294
Codec-4,Codec,4,PLAUSIBLE,all developer tests pass,same-files,17,0.3370964,94,78,1,1,34,5802,629162
Codec-5,Codec,5,PLAUSIBLE,all developer tests pass,identical,10,0.20160419999999998,61,49,4,1,20,3904,219466
Codec-6,Codec,6,PLAUSIBLE,all developer tests pass,identical,10,0.2234624,75,64,5,1,18,5782,196887
Codec-7,Codec,7,PLAUSIBLE,all developer tests pass,same-files,9,0.20247400000000004,53,41,3,3,18,3270,203255
Codec-8,Codec,8,PLAUSIBLE,all developer tests pass,different,20,0.343634,118,101,4,4,40,8185,534975
Codec-9,Codec,9,PLAUSIBLE,all developer tests pass,identical,8,0.09951060000000002,35,26,1,1,16,2008,144688
Codec-10,Codec,10,PLAUSIBLE,all developer tests pass,identical,6,0.12292800000000001,57,48,2,2,12,3716,110670
Codec-11,Codec,11,PLAUSIBLE,all developer tests pass,same-files,46,2.0655326,1017,1004,68,18,92,88085,3527273
Codec-12,Codec,12,PLAUSIBLE,all developer tests pass,same-files,8,0.184182,54,39,21,2,16,2589,227155
Codec-13,Codec,13,PLAUSIBLE,all developer tests pass,different,15,0.2232422,75,54,11,1,30,3865,391341
Codec-14,Codec,14,PLAUSIBLE,all developer tests pass,different,16,0.4112106,119,98,12,3,32,8180,629223
Codec-15,Codec,15,PLAUSIBLE,all developer tests pass,same-files,8,0.2656896,143,127,7,2,16,12230,185528
Codec-16,Codec,16,PLAUSIBLE,all developer tests pass,identical,11,0.15825959999999997,73,50,1,1,22,3683,241823
Codec-17,Codec,17,PLAUSIBLE,all developer tests pass,identical,4,0.09099179999999998,48,20,1,1,8,680,77734
Codec-18,Codec,18,PLAUSIBLE,all developer tests pass,same-files,7,0.09567959999999999,60,29,4,1,14,1254,135243
Collections-1,Collections,1,PLAUSIBLE,all developer tests pass,same-files,8,0.125981,75,36,10,4,16,1460,182980
Collections-2,Collections,2,PLAUSIBLE,all developer tests pass,same-files,17,0.1830596,109,70,22,2,34,4421,358133
Collections-3,Collections,3,PLAUSIBLE,all developer tests pass,identical,6,0.07696780000000002,61,26,1,1,12,967,104549
Collections-4,Collections,4,PLAUSIBLE,all developer tests pass,same-files,7,0.1334008,76,35,0,2,14,1637,162519
Collections-5,Collections,5,PLAUSIBLE,all developer tests pass,same-files,9,0.10092200000000001,75,40,6,2,18,1944,163205
Collections-6,Collections,6,PLAUSIBLE,all developer tests pass,identical,13,0.2211358,101,71,6,6,26,5326,336384
Collections-7,Collections,7,PLAUSIBLE,all developer tests pass,same-files,21,0.2644764,125,89,15,17,42,5955,550022
Collections-8,Collections,8,PLAUSIBLE,all developer tests pass,same-files,6,0.11521599999999999,84,47,1,1,12,2952,111870
Collections-9,Collections,9,PLAUSIBLE,all developer tests pass,same-files,13,0.21628659999999997,135,102,2,1,26,7499,291538
Collections-10,Collections,10,PLAUSIBLE,all developer tests pass,same-files,30,0.3743962,157,123,6,2,60,5434,943491
Collections-11,Collections,11,PLAUSIBLE,all developer tests pass,same-files,5,0.08095459999999999,50,26,8,2,10,1059,86898
Collections-12,Collections,12,PLAUSIBLE,all developer tests pass,same-files,10,0.115194,84,42,1,1,20,2037,191465
Collections-13,Collections,13,PLAUSIBLE,all developer tests pass,same-files,10,0.117041,85,49,4,0,20,2485,191735
Collections-14,Collections,14,PLAUSIBLE,all developer tests pass,same-files,9,0.118079,85,51,3,2,18,3122,166410
Collections-15,Collections,15,PLAUSIBLE,all developer tests pass,same-files,7,0.1068326,74,40,4,2,12,2056,115783
Collections-16,Collections,16,PLAUSIBLE,all developer tests pass,same-files,10,0.19382939999999996,117,85,23,1,20,5515,225877
Collections-17,Collections,17,PLAUSIBLE,all developer tests pass,same-files,9,0.11579300000000001,95,44,8,1,18,1849,179300
Collections-18,Collections,18,PLAUSIBLE,all developer tests pass,same-files,9,0.10752899999999999,124,51,4,1,16,2600,148925
Collections-19,Collections,19,PLAUSIBLE,all developer tests pass,same-files,11,0.1396202,116,73,4,2,22,3975,214976
Collections-20,Collections,20,PLAUSIBLE,all developer tests pass,same-files,7,0.28164779999999995,177,134,1,1,14,11659,184294
Collections-21,Collections,21,PLAUSIBLE,all developer tests pass,same-files,11,0.10376060000000001,72,35,2,1,22,1815,195903
Collections-22,Collections,22,PLAUSIBLE,all developer tests pass,same-files,9,0.1089668,70,38,5,5,18,1926,171114
Collections-23,Collections,23,PLAUSIBLE,all developer tests pass,same-files,35,0.4408306000000001,306,265,5,1,70,5600,1160748
Collections-24,Collections,24,PLAUSIBLE,all developer tests pass,same-files,18,0.2355626,106,73,9,1,36,4881,458338
Collections-25,Collections,25,PLAUSIBLE,all developer tests pass,same-files,13,0.1530936,83,52,6,3,26,2928,279663
Collections-26,Collections,26,PLAUSIBLE,all developer tests pass,identical,8,0.107389,82,39,1,1,16,1707,156915
Collections-27,Collections,27,PLAUSIBLE,all developer tests pass,same-files,12,0.13198080000000004,95,53,8,0,24,2403,241209
Collections-28,Collections,28,PLAUSIBLE,all developer tests pass,same-files,11,0.1442672,103,53,7,0,22,2468,234026
Compress-1,Compress,1,PLAUSIBLE,all developer tests pass,same-files,23,0.39889379999999997,145,103,2,1,46,7883,813864
Compress-2,Compress,2,PLAUSIBLE,all developer tests pass,same-files,13,0.18084139999999999,92,69,25,3,26,4685,298732
Compress-3,Compress,3,PLAUSIBLE,all developer tests pass,same-files,18,0.22789219999999996,92,70,8,1,34,4654,431626
Compress-4,Compress,4,PLAUSIBLE,all developer tests pass,different,25,0.3780529999999999,121,99,10,2,50,7361,836560
Compress-5,Compress,5,PLAUSIBLE,all developer tests pass,same-files,10,0.153791,65,46,3,1,18,3448,207140
Compress-6,Compress,6,PLAUSIBLE,all developer tests pass,same-files,9,0.09975220000000001,45,25,1,0,18,1521,167446
Compress-7,Compress,7,PLAUSIBLE,all developer tests pass,same-files,6,0.07488239999999999,41,18,1,1,12,1047,102557
Compress-8,Compress,8,PLAUSIBLE,all developer tests pass,same-files,19,0.53196,272,250,46,16,38,22371,619285
Compress-9,Compress,9,PLAUSIBLE,all developer tests pass,same-files,12,0.17010340000000002,68,44,10,2,22,2935,271427
Compress-10,Compress,10,PLAUSIBLE,all developer tests pass,same-files,14,0.18998959999999998,83,61,9,2,28,4668,315318
Compress-11,Compress,11,PLAUSIBLE,all developer tests pass,same-files,9,0.1308914,59,36,11,8,18,2588,190892
Compress-12,Compress,12,PLAUSIBLE,all developer tests pass,same-files,8,0.1029576,51,29,5,1,16,1655,153698
Compress-13,Compress,13,PLAUSIBLE,all developer tests pass,different,18,0.30012999999999995,93,70,6,1,34,5204,569575
Compress-14,Compress,14,PLAUSIBLE,all developer tests pass,different,16,0.21660440000000003,100,74,7,1,32,5507,378592
Compress-15,Compress,15,PLAUSIBLE,all developer tests pass,same-files,9,0.10006620000000001,57,30,6,4,18,1991,160791
Compress-16,Compress,16,PLAUSIBLE,all developer tests pass,same-files,12,0.15519199999999997,64,37,4,1,24,2341,277090
Compress-17,Compress,17,PLAUSIBLE,all developer tests pass,same-files,22,0.47479,248,226,8,1,44,17739,673865
Compress-18,Compress,18,PLAUSIBLE,all developer tests pass,same-files,11,0.1620676,71,47,5,1,22,3490,254903
Compress-19,Compress,19,PLAUSIBLE,all developer tests pass,identical,7,0.11034700000000001,64,28,7,1,14,1514,148050
Compress-20,Compress,20,PLAUSIBLE,all developer tests pass,same-files,17,0.28151580000000004,123,103,9,9,34,8799,444154
Compress-21,Compress,21,PLAUSIBLE,all developer tests pass,same-files,7,0.21249080000000004,95,61,2,2,14,5403,198044
Compress-22,Compress,22,PLAUSIBLE,all developer tests pass,same-files,11,0.4072342,209,181,39,4,22,15308,416366
Compress-23,Compress,23,PLAUSIBLE,all developer tests pass,same-files,6,0.0964676,60,28,2,2,12,1397,118213
Compress-24,Compress,24,PLAUSIBLE,all developer tests pass,same-files,13,0.1975484,116,81,0,7,26,6139,288872
Compress-25,Compress,25,PLAUSIBLE,all developer tests pass,identical,10,0.195372,80,43,1,0,18,2694,264995
Compress-26,Compress,26,PLAUSIBLE,all developer tests pass,same-files,7,0.1061076,71,31,9,1,14,1324,142493
Compress-27,Compress,27,PLAUSIBLE,all developer tests pass,same-files,7,0.1095838,75,42,1,2,14,2270,132969
Compress-28,Compress,28,PLAUSIBLE,all developer tests pass,same-files,9,0.1369808,78,40,5,2,18,1925,206759
Compress-29,Compress,29,PLAUSIBLE,all developer tests pass,same-files,1,0.8256344000000001,369,331,20,0,2,38,67296
Compress-30,Compress,30,PLAUSIBLE,all developer tests pass,identical,4,0.0612604,64,23,3,0,8,738,64017
Compress-31,Compress,31,PLAUSIBLE,all developer tests pass,identical,9,0.1766208,94,50,0,3,18,2869,239094
Compress-32,Compress,32,PLAUSIBLE,all developer tests pass,identical,6,0.0807856,78,25,2,2,12,1163,106558
Compress-33,Compress,33,PLAUSIBLE,all developer tests pass,same-files,11,0.17888880000000001,84,51,15,2,20,3041,266234
Compress-34,Compress,34,PLAUSIBLE,all developer tests pass,same-files,6,0.120286,67,27,1,1,12,1125,136190
Compress-35,Compress,35,PLAUSIBLE,all developer tests pass,same-files,19,0.30649879999999996,140,107,2,2,38,7999,535544
Compress-36,Compress,36,PLAUSIBLE,all developer tests pass,same-files,10,0.13321460000000002,74,41,1,2,20,2009,214658
Compress-37,Compress,37,PLAUSIBLE,all developer tests pass,same-files,8,0.10363080000000002,73,37,3,0,16,2292,147959
Compress-38,Compress,38,PLAUSIBLE,all developer tests pass,same-files,21,0.259304,113,82,1,1,40,6055,523630
Compress-39,Compress,39,PLAUSIBLE,all developer tests pass,same-files,11,0.1343746,72,43,6,1,22,3340,214088
Compress-40,Compress,40,PLAUSIBLE,all developer tests pass,same-files,10,0.44098420000000005,275,245,47,10,20,22262,323871
Compress-41,Compress,41,PLAUSIBLE,all developer tests pass,identical,9,0.2097256,73,39,2,1,18,2202,301008
Compress-42,Compress,42,PLAUSIBLE,all developer tests pass,identical,9,0.1006598,67,37,2,1,18,1792,165964
Compress-43,Compress,43,PLAUSIBLE,all developer tests pass,same-files,17,0.22933140000000002,111,63,4,4,34,3464,466732
Compress-44,Compress,44,PLAUSIBLE,all developer tests pass,same-files,7,0.1086922,71,30,3,5,14,1177,148651
Compress-45,Compress,45,PLAUSIBLE,all developer tests pass,identical,5,0.07565380000000001,68,28,2,1,10,1224,86174
Compress-46,Compress,46,PLAUSIBLE,all developer tests pass,same-files,9,0.15354200000000004,82,41,1,2,18,1844,223475
Compress-47,Compress,47,PLAUSIBLE,all developer tests pass,same-files,19,0.257482,147,92,9,1,38,7171,461825
Csv-1,Csv,1,PLAUSIBLE,all developer tests pass,same-files,6,0.08678920000000001,50,24,4,0,12,1395,109231
Csv-2,Csv,2,PLAUSIBLE,all developer tests pass,same-files,5,0.0756252,39,17,9,1,10,915,87721
Csv-3,Csv,3,PLAUSIBLE,all developer tests pass,same-files,11,0.180432,69,51,14,0,22,3814,266795
Csv-4,Csv,4,PLAUSIBLE,all developer tests pass,identical,4,0.059465199999999996,35,16,1,1,8,684,63411
Csv-5,Csv,5,PLAUSIBLE,all developer tests pass,identical,8,0.08351460000000001,41,21,2,0,16,1149,140083
Csv-6,Csv,6,PLAUSIBLE,all developer tests pass,identical,5,0.06595039999999999,39,18,2,0,10,812,82757
Csv-7,Csv,7,PLAUSIBLE,all developer tests pass,same-files,10,0.0989268,53,35,7,1,20,1512,180404
Csv-8,Csv,8,PLAUSIBLE,all developer tests pass,same-files,6,0.0697888,37,19,1,1,12,830,100844
Csv-9,Csv,9,PLAUSIBLE,all developer tests pass,identical,4,0.06220859999999999,34,14,3,0,8,826,63883
Csv-10,Csv,10,PLAUSIBLE,all developer tests pass,same-files,7,0.1076888,38,22,4,0,14,1093,143649
Csv-11,Csv,11,PLAUSIBLE,all developer tests pass,identical,7,0.08183940000000002,37,21,1,1,14,1156,123427
Csv-12,Csv,12,PLAUSIBLE,all developer tests pass,identical,8,0.100788,44,24,1,1,16,1626,148630
Csv-13,Csv,13,PLAUSIBLE,all developer tests pass,same-files,26,0.3767806000000001,159,133,5,2,52,9523,760503
Csv-14,Csv,14,PLAUSIBLE,all developer tests pass,same-files,23,0.37705020000000006,146,122,3,7,46,8890,757381
Csv-15,Csv,15,PLAUSIBLE,all developer tests pass,same-files,9,0.1132828,66,37,1,1,18,2348,173024
Csv-16,Csv,16,PLAUSIBLE,all developer tests pass,same-files,12,0.13996960000000003,62,40,9,0,24,2623,248913
Gson-1,Gson,1,PLAUSIBLE,all developer tests pass,same-files,19,0.3826162000000001,150,135,48,29,36,11910,599096
Gson-2,Gson,2,PLAUSIBLE,all developer tests pass,identical,14,0.17225959999999998,66,49,13,1,28,3708,306338
Gson-3,Gson,3,PLAUSIBLE,all developer tests pass,identical,10,0.12048060000000002,60,36,17,1,20,2310,197838
Gson-4,Gson,4,PLAUSIBLE,all developer tests pass,identical,21,0.2873134,97,77,9,19,38,5088,555437
Gson-5,Gson,5,PLAUSIBLE,all developer tests pass,same-files,6,0.0880756,48,28,5,1,12,1740,108008
Gson-6,Gson,6,PLAUSIBLE,all developer tests pass,identical,9,0.13495800000000002,56,37,2,0,18,2575,197390
Gson-7,Gson,7,PLAUSIBLE,all developer tests pass,identical,15,0.2482792,93,67,10,2,30,5409,418801
Gson-8,Gson,8,PLAUSIBLE,all developer tests pass,identical,12,0.1617442,72,50,13,0,22,4064,246126
Gson-9,Gson,9,PLAUSIBLE,all developer tests pass,different,20,0.20877,99,71,18,0,40,4842,435540
Gson-10,Gson,10,PLAUSIBLE,all developer tests pass,identical,6,0.0963866,57,26,2,2,12,1717,109703
Gson-11,Gson,11,PLAUSIBLE,all developer tests pass,identical,9,0.11276720000000001,65,31,1,0,18,1964,174371
Gson-12,Gson,12,PLAUSIBLE,all developer tests pass,identical,14,0.2778072,134,102,4,0,28,7922,408811
Gson-13,Gson,13,PLAUSIBLE,all developer tests pass,same-files,9,0.1062278,60,31,2,1,18,1889,168734
Gson-14,Gson,14,PLAUSIBLE,all developer tests pass,identical,9,0.20198320000000003,72,44,8,0,18,3455,262266
Gson-15,Gson,15,PLAUSIBLE,all developer tests pass,identical,6,0.0722552,48,20,1,1,12,1126,100246
Gson-16,Gson,16,PLAUSIBLE,all developer tests pass,identical,8,0.12628,55,30,5,0,16,1768,180915
Gson-17,Gson,17,PLAUSIBLE,all developer tests pass,identical,8,0.095612,56,26,3,2,16,1377,151060
Gson-18,Gson,18,PLAUSIBLE,all developer tests pass,same-files,12,0.24184980000000003,108,79,7,2,24,6959,297949
JacksonCore-1,JacksonCore,1,PLAUSIBLE,all developer tests pass,different,11,0.17738980000000004,79,43,5,0,22,3007,279814
JacksonCore-2,JacksonCore,2,PLAUSIBLE,all developer tests pass,same-files,38,0.6936676,228,197,54,1,76,15235,1687698
JacksonCore-3,JacksonCore,3,PLAUSIBLE,all developer tests pass,different,97,1.987160400000001,556,516,4,1,194,37283,5988732
JacksonCore-4,JacksonCore,4,PLAUSIBLE,all developer tests pass,same-files,7,0.08408779999999999,54,26,1,1,14,1544,120669
JacksonCore-5,JacksonCore,5,PLAUSIBLE,all developer tests pass,identical,5,0.072203,41,20,1,1,10,1213,83895
JacksonCore-6,JacksonCore,6,PLAUSIBLE,all developer tests pass,identical,9,0.08584220000000001,52,25,9,2,16,1448,139016
JacksonCore-7,JacksonCore,7,PLAUSIBLE,all developer tests pass,identical,9,0.122239,58,29,3,0,18,1770,189700
JacksonCore-8,JacksonCore,8,PLAUSIBLE,all developer tests pass,same-files,10,0.11993800000000002,66,36,1,0,20,2155,196670
JacksonCore-9,JacksonCore,9,PLAUSIBLE,all developer tests pass,different,12,0.13796780000000003,73,41,3,3,24,2498,248914
JacksonCore-10,JacksonCore,10,TEST_FAIL,3 relevant test(s) still failing,,,,1831,1800,1,1,,,
JacksonCore-11,JacksonCore,11,PLAUSIBLE,all developer tests pass,identical,34,0.6405696,385,351,5,0,68,15907,1393553
JacksonCore-12,JacksonCore,12,PLAUSIBLE,all developer tests pass,different,23,0.4667598000000001,171,142,15,3,46,13106,811594
JacksonCore-13,JacksonCore,13,PLAUSIBLE,all developer tests pass,identical,6,0.08176560000000001,44,22,8,0,12,1530,102623
JacksonCore-14,JacksonCore,14,PLAUSIBLE,all developer tests pass,same-files,6,0.0965922,58,24,1,1,12,1440,114001
JacksonCore-15,JacksonCore,15,PLAUSIBLE,all developer tests pass,same-files,29,0.6590490000000001,236,205,83,4,58,19579,1283840
JacksonCore-16,JacksonCore,16,PLAUSIBLE,all developer tests pass,same-files,11,0.15653040000000001,80,54,16,2,20,4281,217002
JacksonCore-17,JacksonCore,17,PLAUSIBLE,all developer tests pass,same-files,12,0.200486,77,48,8,2,24,3245,331500
JacksonCore-18,JacksonCore,18,PLAUSIBLE,all developer tests pass,same-files,20,0.2593104,125,94,35,4,40,7833,470557
JacksonCore-19,JacksonCore,19,PLAUSIBLE,all developer tests pass,identical,12,0.13874660000000003,77,42,8,0,24,2522,250513
JacksonCore-20,JacksonCore,20,PLAUSIBLE,all developer tests pass,identical,8,0.09792420000000002,63,28,10,1,16,1365,151821
JacksonCore-21,JacksonCore,21,PLAUSIBLE,all developer tests pass,same-files,16,0.5628648,235,209,1,1,30,20098,650344
JacksonCore-22,JacksonCore,22,PLAUSIBLE,all developer tests pass,same-files,33,0.8652512000000001,288,255,14,2,66,23854,1768406
JacksonCore-23,JacksonCore,23,PLAUSIBLE,all developer tests pass,same-files,7,0.075919,79,28,4,0,14,1112,118330
JacksonCore-24,JacksonCore,24,PLAUSIBLE,all developer tests pass,same-files,27,0.5094339999999999,188,135,22,8,54,8976,1073690
JacksonCore-25,JacksonCore,25,PLAUSIBLE,all developer tests pass,identical,7,0.1021056,71,27,1,1,14,1397,138693
JacksonCore-26,JacksonCore,26,PLAUSIBLE,all developer tests pass,identical,20,0.3526602,167,114,1,0,40,8626,631631
JacksonDatabind-1,JacksonDatabind,1,PLAUSIBLE,all developer tests pass,identical,8,0.10517560000000001,148,46,1,0,16,1752,152633
JacksonDatabind-2,JacksonDatabind,2,PLAUSIBLE,all developer tests pass,same-files,20,0.23226419999999998,273,140,12,7,40,5750,455321
JacksonDatabind-3,JacksonDatabind,3,PLAUSIBLE,all developer tests pass,same-files,5,0.0751156,194,73,1,1,10,915,87763
JacksonDatabind-4,JacksonDatabind,4,PLAUSIBLE,all developer tests pass,identical,9,0.1407574,184,65,9,1,16,3206,176772
JacksonDatabind-5,JacksonDatabind,5,PLAUSIBLE,all developer tests pass,same-files,18,0.3466086000000001,248,138,5,0,36,9849,550903
JacksonDatabind-6,JacksonDatabind,6,PLAUSIBLE,all developer tests pass,same-files,12,0.28129299999999996,229,120,27,6,24,8835,364745
JacksonDatabind-7,JacksonDatabind,7,PLAUSIBLE,all developer tests pass,same-files,25,0.3339136,227,117,9,1,50,7177,692823
JacksonDatabind-8,JacksonDatabind,8,PLAUSIBLE,all developer tests pass,same-files,24,0.37889019999999995,252,164,20,7,48,9026,749391
JacksonDatabind-9,JacksonDatabind,9,PLAUSIBLE,all developer tests pass,same-files,7,0.07729739999999999,112,42,2,0,14,1097,119097
JacksonDatabind-10,JacksonDatabind,10,PLAUSIBLE,all developer tests pass,same-files,23,0.2802452000000001,215,106,23,4,46,5853,602656
JacksonDatabind-11,JacksonDatabind,11,PLAUSIBLE,all developer tests pass,same-files,21,0.32000860000000003,255,137,2,2,40,6235,623048
JacksonDatabind-12,JacksonDatabind,12,PLAUSIBLE,all developer tests pass,identical,28,0.48232320000000006,270,165,3,1,56,11409,973676
JacksonDatabind-13,JacksonDatabind,13,PLAUSIBLE,all developer tests pass,different,11,0.17021079999999997,267,164,4,3,22,3357,258509
JacksonDatabind-14,JacksonDatabind,14,PLAUSIBLE,all developer tests pass,same-files,18,0.29101899999999997,222,126,1,1,36,8093,501730
JacksonDatabind-15,JacksonDatabind,15,PLAUSIBLE,all developer tests pass,same-files,28,0.5050178,278,169,40,9,56,13528,1020374
JacksonDatabind-16,JacksonDatabind,16,PLAUSIBLE,all developer tests pass,identical,17,0.29461160000000003,241,125,1,1,32,8381,430808
JacksonDatabind-17,JacksonDatabind,17,PLAUSIBLE,all developer tests pass,identical,20,0.26643940000000005,202,93,2,2,40,5332,526007
JacksonDatabind-18,JacksonDatabind,18,PLAUSIBLE,all developer tests pass,same-files,49,1.3397071999999999,530,475,51,5,98,31434,3167511
JacksonDatabind-19,JacksonDatabind,19,PLAUSIBLE,all developer tests pass,same-files,13,0.1596182,199,90,4,0,26,2661,297726
JacksonDatabind-20,JacksonDatabind,20,PLAUSIBLE,all developer tests pass,same-files,33,0.49966420000000006,319,217,4,0,66,13829,1075366
JacksonDatabind-21,JacksonDatabind,21,PLAUSIBLE,all developer tests pass,same-files,16,0.17134799999999997,175,73,22,0,32,3325,339180
JacksonDatabind-22,JacksonDatabind,22,PLAUSIBLE,all developer tests pass,different,31,0.5738246000000001,350,240,18,6,62,16371,1094218
JacksonDatabind-23,JacksonDatabind,23,PLAUSIBLE,all developer tests pass,same-files,11,0.14484299999999997,169,59,5,0,22,2145,244090
JacksonDatabind-24,JacksonDatabind,24,PLAUSIBLE,all developer tests pass,identical,9,0.1198148,170,56,1,2,18,1943,185289
JacksonDatabind-25,JacksonDatabind,25,PLAUSIBLE,all developer tests pass,different,25,0.2823158,219,103,2,2,50,5252,644259
JacksonDatabind-26,JacksonDatabind,26,PLAUSIBLE,all developer tests pass,different,13,0.16770239999999997,194,75,1,0,26,3016,293422
JacksonDatabind-27,JacksonDatabind,27,PLAUSIBLE,all developer tests pass,identical,8,0.13633640000000002,184,64,1,1,16,2213,183527
JacksonDatabind-28,JacksonDatabind,28,PLAUSIBLE,all developer tests pass,same-files,9,0.1065768,118,56,2,1,16,1693,158719
JacksonDatabind-29,JacksonDatabind,29,PLAUSIBLE,all developer tests pass,identical,17,0.3382144,209,145,8,1,34,9994,548202
JacksonDatabind-30,JacksonDatabind,30,PLAUSIBLE,all developer tests pass,different,22,0.28163980000000005,234,115,14,3,44,6633,567909
JacksonDatabind-31,JacksonDatabind,31,PLAUSIBLE,all developer tests pass,same-files,38,0.9879304000000001,408,298,47,21,76,17379,2442122
JacksonDatabind-32,JacksonDatabind,32,PLAUSIBLE,all developer tests pass,same-files,10,0.118507,176,59,2,0,20,1978,197280
JacksonDatabind-33,JacksonDatabind,33,PLAUSIBLE,all developer tests pass,same-files,9,0.12888639999999998,200,85,2,1,18,1907,191592
JacksonDatabind-34,JacksonDatabind,34,PLAUSIBLE,all developer tests pass,identical,7,0.079377,200,81,1,1,14,1042,121775
JacksonDatabind-35,JacksonDatabind,35,PLAUSIBLE,all developer tests pass,different,25,0.4190434,239,184,14,4,50,11468,813392
JacksonDatabind-36,JacksonDatabind,36,PLAUSIBLE,all developer tests pass,same-files,13,0.20330940000000003,215,83,13,0,26,3414,350762
JacksonDatabind-37,JacksonDatabind,37,PLAUSIBLE,all developer tests pass,identical,17,0.231251,250,115,6,1,34,5414,420220
JacksonDatabind-38,JacksonDatabind,38,PLAUSIBLE,all developer tests pass,different,36,0.6564946,347,217,19,5,72,14829,1534838
JacksonDatabind-39,JacksonDatabind,39,PLAUSIBLE,all developer tests pass,same-files,41,0.8673417999999999,496,420,13,0,82,22135,1772904
JacksonDatabind-40,JacksonDatabind,40,PLAUSIBLE,all developer tests pass,same-files,19,0.313917,195,101,11,2,38,5597,609080
JacksonDatabind-41,JacksonDatabind,41,PLAUSIBLE,all developer tests pass,same-files,9,0.10814420000000001,180,58,9,2,18,1953,169986
JacksonDatabind-42,JacksonDatabind,42,PLAUSIBLE,all developer tests pass,identical,6,0.09130720000000002,146,47,3,0,12,940,113911
JacksonDatabind-43,JacksonDatabind,43,PLAUSIBLE,all developer tests pass,same-files,14,0.1515204,171,73,7,1,28,2856,295542
JacksonDatabind-44,JacksonDatabind,44,PLAUSIBLE,all developer tests pass,same-files,14,0.2361524,240,98,19,1,28,5389,370837
JacksonDatabind-45,JacksonDatabind,45,PLAUSIBLE,all developer tests pass,same-files,13,0.15704260000000003,235,96,2,1,24,2536,271998
JacksonDatabind-46,JacksonDatabind,46,PLAUSIBLE,all developer tests pass,identical,7,0.092734,182,55,1,1,14,1475,126810
JacksonDatabind-47,JacksonDatabind,47,PLAUSIBLE,all developer tests pass,identical,7,0.11419600000000002,240,101,12,2,14,1980,146090
JacksonDatabind-48,JacksonDatabind,48,PLAUSIBLE,all developer tests pass,different,24,0.3933056000000001,309,170,3,0,48,12338,681898
JacksonDatabind-49,JacksonDatabind,49,PLAUSIBLE,all developer tests pass,identical,10,0.1228398,140,71,2,0,20,2339,196039
JacksonDatabind-50,JacksonDatabind,50,PLAUSIBLE,all developer tests pass,different,40,0.9597298000000002,481,330,81,5,80,26795,2025539
JacksonDatabind-51,JacksonDatabind,51,PLAUSIBLE,all developer tests pass,same-files,9,0.17330399999999999,170,82,6,1,16,3838,204095
JacksonDatabind-52,JacksonDatabind,52,PLAUSIBLE,all developer tests pass,same-files,18,0.3179996,273,133,13,4,36,8311,529768
JacksonDatabind-53,JacksonDatabind,53,PLAUSIBLE,all developer tests pass,different,23,0.35876699999999995,270,122,15,13,46,7228,735285
JacksonDatabind-54,JacksonDatabind,54,PLAUSIBLE,all developer tests pass,same-files,9,0.108159,188,67,1,1,18,1857,168930
JacksonDatabind-55,JacksonDatabind,55,PLAUSIBLE,all developer tests pass,same-files,22,0.2736544,279,191,24,10,42,6351,568537
JacksonDatabind-56,JacksonDatabind,56,PLAUSIBLE,all developer tests pass,same-files,14,0.15230139999999998,200,81,14,2,28,2971,286887
JacksonDatabind-57,JacksonDatabind,57,PLAUSIBLE,all developer tests pass,identical,8,0.09309139999999999,210,58,1,1,16,1256,148747
JacksonDatabind-58,JacksonDatabind,58,PLAUSIBLE,all developer tests pass,same-files,14,0.19427259999999996,244,104,8,4,28,4887,328128
JacksonDatabind-59,JacksonDatabind,59,PLAUSIBLE,all developer tests pass,different,28,0.504278,322,171,45,1,56,11216,1069520
JacksonDatabind-60,JacksonDatabind,60,PLAUSIBLE,all developer tests pass,same-files,23,0.4597988,317,163,100,1,46,11569,874829
JacksonDatabind-61,JacksonDatabind,61,PLAUSIBLE,all developer tests pass,different,26,0.35355320000000007,345,200,2,0,50,7137,754076
JacksonDatabind-62,JacksonDatabind,62,PLAUSIBLE,all developer tests pass,different,48,1.0645177999999997,467,328,47,10,96,20703,2713559
JacksonDatabind-63,JacksonDatabind,63,PLAUSIBLE,all developer tests pass,same-files,10,0.1624446,266,119,9,5,20,3914,228838
