id,project,bug,verdict,excluded,num_actions,num_text_messages,num_unique_actions,num_reads,num_source_reads,num_test_reads,num_searches,num_external_searches,num_edits,num_compile,num_test_runs,num_binary_inspections,num_external_path_refs,num_tmp_path_refs,num_unique_paths,num_unique_source_paths,num_unique_test_paths,num_unique_external_paths,turn_to_first_edit,turn_to_first_test,edits_before_first_test,actions_before_first_edit,longest_no_test_span,has_find_root,has_cache_access,has_binary_inspection
Closure-118,Closure,118,PLAUSIBLE,,10,4,6,1,1,0,4,0,1,1,3,0,0,0,3,2,1,0,5,8,1,4,7,0,0,0
Closure-119,Closure,119,PLAUSIBLE,,14,3,6,4,4,0,5,0,1,1,2,0,7,0,9,3,0,6,10,12,1,9,11,0,0,0
Closure-120,Closure,120,PLAUSIBLE,,31,6,8,8,8,0,15,0,2,1,4,0,0,0,7,5,1,0,19,21,1,18,20,0,0,0
Closure-121,Closure,121,PLAUSIBLE,,25,5,10,10,8,2,9,0,1,1,2,0,1,0,9,5,2,1,20,22,1,19,21,0,0,0
Closure-122,Closure,122,PLAUSIBLE,,14,3,7,4,4,0,4,0,2,1,3,0,1,0,6,2,1,1,9,12,2,8,11,0,0,0
Closure-123,Closure,123,PLAUSIBLE,,16,2,6,5,3,2,7,0,1,1,2,0,7,0,5,1,1,3,13,15,1,12,14,0,0,0
Closure-124,Closure,124,PLAUSIBLE,,11,3,7,1,1,0,3,0,2,1,3,0,0,0,3,1,1,0,4,6,1,3,5,0,0,0
Closure-125,Closure,125,PLAUSIBLE,,57,7,7,15,15,0,29,2,2,2,8,0,42,4,28,6,0,19,30,32,1,29,31,1,0,0
Closure-126,Closure,126,PLAUSIBLE,,6,4,5,1,1,0,1,0,1,1,2,0,0,0,2,1,0,0,3,5,1,2,4,0,0,0
Closure-127,Closure,127,PLAUSIBLE,,13,3,9,3,2,1,4,0,1,1,3,0,1,0,5,2,1,1,9,11,1,8,10,0,0,0
Closure-128,Closure,128,PLAUSIBLE,,30,6,12,4,4,0,10,1,2,1,3,0,33,11,21,4,1,11,19,4,0,18,23,1,0,0
Closure-129,Closure,129,PLAUSIBLE,,17,2,7,5,5,0,7,0,2,1,2,0,0,0,8,6,1,0,13,16,2,12,15,0,0,0
Closure-130,Closure,130,PLAUSIBLE,,16,2,6,1,1,0,11,0,1,1,2,0,1,0,8,6,1,1,13,15,1,12,14,0,0,0
Closure-131,Closure,131,PLAUSIBLE,,13,3,8,2,2,0,4,0,2,1,2,0,3,2,8,4,0,2,8,12,2,7,11,0,0,0
Closure-132,Closure,132,PLAUSIBLE,,21,5,6,5,5,0,10,0,1,1,3,0,10,0,6,1,0,5,17,11,0,16,10,0,0,0
Closure-133,Closure,133,PLAUSIBLE,,69,8,9,27,26,1,23,0,8,2,8,0,26,1,15,3,1,10,11,14,2,10,39,0,0,0
Closure-134,Closure,134,PLAUSIBLE,,45,7,6,12,12,0,20,0,6,2,4,0,24,0,17,4,0,13,17,25,1,16,24,0,0,0
Closure-135,Closure,135,PLAUSIBLE,,71,7,7,3,3,0,46,0,9,2,8,0,50,0,21,4,0,16,23,27,2,22,26,0,0,0
Closure-136,Closure,136,PLAUSIBLE,,62,8,12,11,9,2,27,2,5,2,10,0,24,0,30,12,6,10,39,26,0,38,25,1,0,0
Closure-137,Closure,137,PLAUSIBLE,,44,8,10,14,13,1,15,1,4,2,6,0,3,0,11,5,2,2,28,17,0,27,16,1,0,0
Closure-138,Closure,138,PLAUSIBLE,,67,10,9,19,19,0,29,1,5,3,7,0,7,0,19,12,2,4,7,11,1,6,19,1,0,0
Closure-139,Closure,139,PLAUSIBLE,,39,11,8,6,6,0,16,0,4,3,6,0,0,0,10,7,1,0,11,16,2,10,15,0,0,0
Closure-140,Closure,140,PLAUSIBLE,,39,6,12,4,3,1,17,0,6,2,3,0,6,15,17,6,2,2,15,7,0,14,29,0,0,0
Closure-141,Closure,141,PLAUSIBLE,,21,4,8,3,3,0,11,0,2,2,2,0,1,0,11,7,2,1,6,8,1,5,12,0,0,0
Closure-142,Closure,142,PLAUSIBLE,,28,9,6,2,2,0,18,0,2,2,3,0,16,0,10,3,0,7,9,11,1,8,14,0,0,0
Closure-143,Closure,143,PLAUSIBLE,,26,7,8,7,7,0,8,0,2,2,5,0,0,0,10,6,2,0,13,16,1,12,15,0,0,0
Closure-144,Closure,144,PLAUSIBLE,,68,12,9,20,20,0,28,0,11,2,5,0,4,2,23,16,4,1,34,42,5,33,41,0,0,0
Closure-145,Closure,145,PLAUSIBLE,,8,3,5,2,2,0,2,0,1,1,2,0,0,0,1,1,0,0,5,7,1,4,6,0,0,0
Closure-146,Closure,146,PLAUSIBLE,,22,4,8,8,7,1,7,0,2,2,2,0,0,0,6,5,1,0,17,20,2,16,19,0,0,0
Closure-147,Closure,147,PLAUSIBLE,,33,10,8,6,6,0,14,0,6,2,3,0,0,0,11,7,2,0,8,16,3,7,15,0,0,0
Closure-148,Closure,148,PLAUSIBLE,,58,15,12,22,18,4,11,1,10,3,6,0,3,0,15,9,1,2,4,7,1,3,25,1,0,0
Closure-149,Closure,149,PLAUSIBLE,,45,14,9,8,7,1,11,0,8,6,5,1,21,0,14,3,1,10,10,16,4,9,15,0,0,1
Closure-150,Closure,150,PLAUSIBLE,,15,4,7,4,4,0,6,0,1,1,2,0,2,0,4,1,1,2,11,13,1,10,12,0,0,0
Closure-151,Closure,151,PLAUSIBLE,,36,6,11,7,6,1,16,0,3,1,3,0,14,12,19,6,1,6,20,23,2,19,22,0,0,0
Closure-152,Closure,152,PLAUSIBLE,,20,3,5,1,1,0,15,0,1,1,2,0,16,0,10,2,0,8,17,19,1,16,18,0,0,0
Closure-153,Closure,153,PLAUSIBLE,,32,7,9,6,5,1,14,0,2,1,6,0,2,0,14,8,2,1,12,14,1,11,13,0,0,0
Closure-154,Closure,154,PLAUSIBLE,,33,8,8,7,7,0,12,0,6,2,4,0,0,0,7,4,1,0,12,16,2,11,15,0,0,0
Closure-155,Closure,155,PLAUSIBLE,,32,6,9,8,8,0,11,0,2,2,6,0,1,0,10,6,1,1,26,14,0,25,13,0,0,0
Closure-156,Closure,156,PLAUSIBLE,,63,10,10,16,16,0,16,2,12,2,10,0,15,4,13,2,1,2,7,18,7,6,17,1,0,0
Closure-157,Closure,157,PLAUSIBLE,,108,26,8,29,29,0,42,2,15,3,13,1,63,0,42,11,0,29,19,23,2,18,22,1,0,1
Closure-158,Closure,158,PLAUSIBLE,,40,13,9,15,15,0,10,0,9,1,2,0,1,0,10,5,1,1,19,36,9,18,35,0,0,0
Closure-159,Closure,159,PLAUSIBLE,,14,5,8,4,4,0,4,0,1,1,2,0,0,0,6,3,1,0,10,12,1,9,11,0,0,0
Closure-160,Closure,160,PLAUSIBLE,,21,5,7,1,1,0,15,0,1,1,2,0,0,0,12,10,1,0,17,19,1,16,18,0,0,0
Closure-161,Closure,161,PLAUSIBLE,,8,4,6,2,2,0,2,0,1,1,2,0,0,0,2,1,1,0,5,7,1,4,6,0,0,0
Closure-162,Closure,162,PLAUSIBLE,,15,2,7,6,6,0,5,0,1,1,2,0,0,0,5,3,1,0,12,14,1,11,13,0,0,0
Closure-163,Closure,163,PLAUSIBLE,,22,9,10,7,6,1,5,0,3,1,3,0,1,0,6,3,1,1,10,17,3,9,16,0,0,0
Closure-164,Closure,164,PLAUSIBLE,,18,3,7,4,4,0,10,0,1,1,2,0,0,0,8,5,2,0,12,17,1,11,16,0,0,0
Closure-165,Closure,165,PLAUSIBLE,,33,10,9,6,6,0,16,0,5,2,2,0,3,1,13,7,1,3,24,31,5,23,30,0,0,0
Closure-166,Closure,166,PLAUSIBLE,,14,6,7,3,3,0,5,0,1,1,3,0,0,0,7,5,1,0,8,11,1,7,10,0,0,0
Closure-167,Closure,167,PLAUSIBLE,,53,11,9,15,14,1,13,0,8,4,8,0,3,0,15,10,3,1,15,17,1,14,16,0,0,0
Closure-168,Closure,168,PLAUSIBLE,,22,3,7,7,7,0,9,0,1,1,2,0,3,0,9,5,1,3,18,20,1,17,19,0,0,0
Closure-169,Closure,169,PLAUSIBLE,,41,10,10,15,14,1,10,0,8,2,3,0,5,0,15,8,1,4,16,18,1,15,20,0,0,0
Closure-170,Closure,170,PLAUSIBLE,,28,5,9,8,8,0,8,0,3,3,4,0,1,0,9,6,1,1,13,15,1,12,14,0,0,0
Closure-171,Closure,171,PLAUSIBLE,,311,24,11,58,55,3,85,2,48,18,59,0,173,156,65,6,1,37,41,15,0,40,39,1,0,0
Closure-172,Closure,172,PLAUSIBLE,,39,7,9,11,11,0,12,0,5,1,3,0,17,17,21,7,1,9,10,11,1,9,25,0,0,0
Closure-173,Closure,173,PLAUSIBLE,,35,6,8,6,6,0,16,0,3,1,5,0,0,0,11,8,3,0,16,18,1,15,17,0,0,0
Closure-174,Closure,174,PLAUSIBLE,,49,8,9,9,9,0,20,0,6,2,3,0,23,18,30,8,1,8,26,9,0,25,37,0,0,0
Closure-175,Closure,175,PLAUSIBLE,,85,16,10,19,19,0,42,3,5,3,8,0,18,11,24,8,3,6,30,16,0,29,15,1,0,0
Closure-176,Closure,176,PLAUSIBLE,,42,11,10,8,8,0,16,1,4,1,3,0,11,16,17,4,2,6,22,5,0,21,34,1,0,0
Codec-1,Codec,1,PLAUSIBLE,,18,6,7,6,5,1,5,1,3,1,3,0,6,0,9,4,1,4,5,16,3,4,15,1,0,0
Codec-2,Codec,2,PLAUSIBLE,,6,2,6,1,1,0,2,0,1,1,1,0,0,0,3,2,1,0,4,6,1,3,5,0,0,0
Codec-3,Codec,3,PLAUSIBLE,,10,1,5,2,1,1,5,0,1,0,2,0,5,0,4,1,1,2,9,8,0,8,7,0,0,0
Codec-4,Codec,4,PLAUSIBLE,,14,3,6,1,1,0,8,0,1,1,2,0,9,0,6,1,0,4,13,8,0,12,7,0,0,0
Codec-5,Codec,5,PLAUSIBLE,,10,3,6,3,3,0,3,0,1,1,2,0,0,0,2,1,1,0,7,9,1,6,8,0,0,0
Codec-6,Codec,6,PLAUSIBLE,,10,2,6,0,0,0,5,0,2,1,1,0,1,0,5,2,2,1,6,10,2,5,9,0,0,0
Codec-7,Codec,7,PLAUSIBLE,,17,5,8,8,5,3,6,0,1,1,1,0,0,0,5,2,2,0,15,17,1,14,16,0,0,0
Codec-8,Codec,8,PLAUSIBLE,,10,3,6,2,2,0,4,0,0,1,2,0,2,0,4,2,1,1,,9,0,,8,0,0,0
Codec-9,Codec,9,PLAUSIBLE,,8,1,5,3,3,0,2,0,1,1,1,0,2,0,3,1,0,2,6,8,1,5,7,0,0,0
Codec-10,Codec,10,PLAUSIBLE,,5,2,5,1,1,0,2,0,1,0,1,0,0,0,3,2,1,0,4,5,1,3,4,0,0,0
Codec-11,Codec,11,PLAUSIBLE,,33,9,8,4,2,2,3,0,5,1,3,0,0,10,7,2,1,0,24,30,5,23,29,0,0,0
Codec-12,Codec,12,PLAUSIBLE,,8,5,6,1,1,0,3,0,1,1,2,0,2,0,4,2,0,2,5,7,1,4,6,0,0,0
Codec-13,Codec,13,PLAUSIBLE,,16,4,6,3,3,0,6,0,4,2,1,0,0,0,4,3,1,0,5,16,4,4,15,0,0,0
Codec-14,Codec,14,PLAUSIBLE,,26,5,10,3,2,1,12,0,3,1,2,0,16,6,20,4,1,11,15,7,0,14,17,0,0,0
Codec-15,Codec,15,PLAUSIBLE,,7,1,6,1,1,0,3,0,1,1,1,0,0,0,3,2,1,0,5,7,1,4,6,0,0,0
Codec-16,Codec,16,PLAUSIBLE,,6,2,5,2,2,0,2,0,1,0,1,0,0,0,2,1,1,0,5,6,1,4,5,0,0,0
Codec-17,Codec,17,PLAUSIBLE,,3,2,3,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,2,3,1,1,2,0,0,0
Codec-18,Codec,18,PLAUSIBLE,,4,1,3,2,2,0,0,0,1,0,1,0,0,0,2,2,0,0,3,4,1,2,3,0,0,0
Collections-1,Collections,1,PLAUSIBLE,,7,2,5,1,1,0,2,0,2,1,1,0,0,0,2,2,0,0,4,7,2,3,6,0,0,0
Collections-2,Collections,2,PLAUSIBLE,,12,5,6,3,3,0,3,0,3,1,2,0,0,0,2,1,1,0,6,11,3,5,10,0,0,0
Collections-3,Collections,3,PLAUSIBLE,,5,3,4,0,0,0,2,0,1,1,1,0,0,0,2,2,0,0,3,5,1,2,4,0,0,0
Collections-4,Collections,4,PLAUSIBLE,,6,4,5,1,1,0,1,0,2,1,1,0,0,0,2,1,1,0,3,6,2,2,5,0,0,0
Collections-5,Collections,5,PLAUSIBLE,,8,3,5,2,2,0,2,0,1,1,2,0,1,0,2,1,0,1,5,7,1,4,6,0,0,0
Collections-6,Collections,6,PLAUSIBLE,,13,6,6,2,2,0,4,0,3,1,2,0,4,0,3,1,0,2,5,11,3,4,10,0,0,0
Collections-7,Collections,7,PLAUSIBLE,,13,6,5,1,1,0,6,0,3,1,2,0,8,0,4,1,0,3,8,12,3,7,11,0,0,0
Collections-8,Collections,8,PLAUSIBLE,,7,3,5,1,1,0,3,0,1,1,1,0,3,0,4,1,0,3,5,7,1,4,6,0,0,0
Collections-9,Collections,9,PLAUSIBLE,,6,2,4,0,0,0,4,0,1,0,1,0,0,0,2,1,1,0,5,6,1,4,5,0,0,0
Collections-10,Collections,10,PLAUSIBLE,,24,5,10,1,1,0,8,1,4,1,4,0,5,0,9,4,2,2,7,9,1,6,8,1,0,0
Collections-11,Collections,11,PLAUSIBLE,,4,3,4,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,2,4,1,1,3,0,0,0
Collections-12,Collections,12,PLAUSIBLE,,8,3,6,2,2,0,3,0,1,1,1,0,0,0,2,1,1,0,5,8,1,4,7,0,0,0
Collections-13,Collections,13,PLAUSIBLE,,6,1,5,2,2,0,1,0,1,1,1,0,0,0,2,1,1,0,4,6,1,3,5,0,0,0
Collections-14,Collections,14,PLAUSIBLE,,7,2,5,1,1,0,2,0,2,0,2,0,0,0,2,1,1,0,3,4,1,2,3,0,0,0
Collections-15,Collections,15,PLAUSIBLE,,6,2,4,1,1,0,3,0,1,0,1,0,3,0,3,1,0,2,5,6,1,4,5,0,0,0
Collections-16,Collections,16,PLAUSIBLE,,8,2,6,0,0,0,3,0,1,1,2,0,0,0,3,2,1,0,5,7,1,4,6,0,0,0
Collections-17,Collections,17,PLAUSIBLE,,7,1,5,1,1,0,3,0,1,1,1,0,2,0,2,1,0,1,5,7,1,4,6,0,0,0
Collections-18,Collections,18,PLAUSIBLE,,7,2,6,1,1,0,2,0,1,1,2,0,0,0,3,2,1,0,4,6,1,3,5,0,0,0
Collections-19,Collections,19,PLAUSIBLE,,4,2,4,0,0,0,2,0,1,0,1,0,0,0,2,1,1,0,3,4,1,2,3,0,0,0
Collections-20,Collections,20,PLAUSIBLE,,7,3,6,1,1,0,2,0,1,1,2,0,0,0,3,2,1,0,4,6,1,3,5,0,0,0
Collections-21,Collections,21,PLAUSIBLE,,12,6,5,1,1,0,6,0,2,1,2,0,8,0,6,1,0,5,6,11,2,5,10,0,0,0
Collections-22,Collections,22,PLAUSIBLE,,7,2,6,2,2,0,2,0,1,1,1,0,0,0,2,1,1,0,5,7,1,4,6,0,0,0
Collections-23,Collections,23,PLAUSIBLE,,12,6,7,3,2,1,3,0,1,2,2,0,8,0,9,2,1,6,4,8,1,3,7,0,0,0
Collections-24,Collections,24,PLAUSIBLE,,14,3,7,3,2,1,1,0,5,1,3,0,0,0,2,1,1,0,4,8,3,3,7,0,0,0
Collections-25,Collections,25,PLAUSIBLE,,18,8,7,4,4,0,7,0,3,1,2,0,1,0,6,4,1,1,12,16,3,11,15,0,0,0
Collections-26,Collections,26,PLAUSIBLE,,6,3,6,1,1,0,2,0,1,1,1,0,0,0,3,2,1,0,4,6,1,3,5,0,0,0
Collections-27,Collections,27,PLAUSIBLE,,8,3,6,1,1,0,3,0,1,1,2,0,0,0,2,1,1,0,5,7,1,4,6,0,0,0
Collections-28,Collections,28,PLAUSIBLE,,7,2,5,2,2,0,1,0,1,1,2,0,0,0,1,1,0,0,4,6,1,3,5,0,0,0
Compress-1,Compress,1,PLAUSIBLE,,16,3,8,6,5,1,4,0,2,1,2,0,7,3,17,8,1,6,13,15,2,12,14,0,0,0
Compress-2,Compress,2,PLAUSIBLE,,13,5,5,0,0,0,3,0,6,1,2,0,4,0,4,1,0,3,4,12,6,3,11,0,0,0
Compress-3,Compress,3,PLAUSIBLE,,21,4,7,9,8,1,3,0,4,1,2,0,12,0,16,5,1,10,14,19,4,13,18,0,0,0
Compress-4,Compress,4,PLAUSIBLE,,23,8,10,4,3,1,5,0,2,2,3,0,13,17,15,4,2,4,16,6,0,15,14,0,0,0
Compress-5,Compress,5,PLAUSIBLE,,8,2,6,2,1,1,2,0,1,1,2,0,0,0,2,1,1,0,5,7,1,4,6,0,0,0
Compress-6,Compress,6,PLAUSIBLE,,7,2,4,0,0,0,5,0,1,0,1,0,0,0,2,1,1,0,6,7,1,5,6,0,0,0
Compress-7,Compress,7,PLAUSIBLE,,5,2,5,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,3,5,1,2,4,0,0,0
Compress-8,Compress,8,PLAUSIBLE,,11,5,8,3,1,2,3,0,1,1,2,0,2,0,6,2,2,2,7,9,1,6,8,0,0,0
Compress-9,Compress,9,PLAUSIBLE,,13,4,6,4,0,0,3,0,2,1,2,0,2,0,6,0,0,2,8,11,2,7,10,0,0,0
Compress-10,Compress,10,PLAUSIBLE,,12,6,7,2,2,0,4,0,2,1,2,0,1,0,6,4,1,1,6,10,2,5,9,0,0,0
Compress-11,Compress,11,PLAUSIBLE,,30,6,7,9,9,0,6,0,4,1,2,0,20,8,20,5,0,11,13,17,3,12,16,0,0,0
Compress-12,Compress,12,PLAUSIBLE,,6,1,5,0,0,0,3,0,1,1,1,0,0,0,3,2,1,0,4,6,1,3,5,0,0,0
Compress-13,Compress,13,PLAUSIBLE,,25,5,10,3,3,0,8,0,1,1,3,1,8,0,11,7,2,2,20,22,1,19,21,0,0,1
Compress-14,Compress,14,PLAUSIBLE,,9,2,6,3,2,1,1,0,2,1,2,0,0,0,3,2,1,0,5,8,2,4,7,0,0,0
Compress-15,Compress,15,PLAUSIBLE,,5,1,4,0,0,0,3,0,1,0,1,0,0,0,2,1,1,0,4,5,1,3,4,0,0,0
Compress-16,Compress,16,PLAUSIBLE,,13,3,7,5,4,1,4,0,2,1,1,0,2,0,8,5,1,2,10,13,2,9,12,0,0,0
Compress-17,Compress,17,PLAUSIBLE,,23,4,10,3,3,0,7,1,2,1,3,0,10,5,12,3,2,4,11,6,0,10,7,1,0,0
Compress-18,Compress,18,PLAUSIBLE,,9,3,5,2,2,0,3,0,1,1,2,0,3,0,4,2,0,2,6,8,1,5,7,0,0,0
Compress-19,Compress,19,PLAUSIBLE,,6,2,5,1,1,0,1,0,1,1,2,0,0,0,2,1,1,0,3,5,1,2,4,0,0,0
Compress-20,Compress,20,PLAUSIBLE,,22,4,7,0,0,0,11,0,4,1,2,0,2,0,8,4,2,1,15,21,4,14,20,0,0,0
Compress-21,Compress,21,PLAUSIBLE,,6,3,5,1,1,0,1,0,1,1,2,0,1,0,2,1,0,1,3,5,1,2,4,0,0,0
Compress-22,Compress,22,PLAUSIBLE,,10,3,7,2,1,1,3,0,2,1,2,0,1,0,5,2,1,1,6,9,2,5,8,0,0,0
Compress-23,Compress,23,PLAUSIBLE,,6,3,5,1,1,0,1,0,1,1,2,0,0,0,1,1,0,0,3,5,1,2,4,0,0,0
Compress-24,Compress,24,PLAUSIBLE,,8,5,5,2,2,0,1,0,2,1,2,0,0,0,2,1,1,0,4,7,2,3,6,0,0,0
Compress-25,Compress,25,PLAUSIBLE,,7,2,6,1,1,0,2,0,1,1,2,0,0,0,3,1,1,0,4,6,1,3,5,0,0,0
Compress-26,Compress,26,PLAUSIBLE,,8,3,5,1,1,0,1,0,4,1,1,0,0,0,2,2,0,0,3,8,4,2,7,0,0,0
Compress-27,Compress,27,PLAUSIBLE,,10,6,7,1,1,0,4,0,2,1,2,0,1,0,3,1,1,1,5,9,2,4,8,0,0,0
Compress-28,Compress,28,PLAUSIBLE,,6,4,5,1,1,0,1,0,1,1,2,0,1,0,2,1,0,1,3,5,1,2,4,0,0,0
Compress-29,Compress,29,PLAUSIBLE,,44,11,8,11,11,0,13,1,14,1,4,0,22,0,26,9,1,15,19,7,0,18,33,1,0,0
Compress-30,Compress,30,PLAUSIBLE,,5,3,4,0,0,0,2,0,1,1,1,0,0,0,2,2,0,0,3,5,1,2,4,0,0,0
Compress-31,Compress,31,PLAUSIBLE,,7,2,5,1,1,0,3,0,1,1,1,0,3,0,4,1,0,3,5,7,1,4,6,0,0,0
Compress-32,Compress,32,PLAUSIBLE,,6,3,5,1,1,0,1,0,1,1,2,0,0,0,2,2,0,0,3,5,1,2,4,0,0,0
Compress-33,Compress,33,PLAUSIBLE,,12,5,7,3,2,1,1,0,4,1,2,0,1,0,6,3,2,1,5,10,4,4,9,0,0,0
Compress-34,Compress,34,PLAUSIBLE,,6,2,6,1,1,0,2,0,1,1,1,0,0,0,3,2,1,0,4,6,1,3,5,0,0,0
Compress-35,Compress,35,PLAUSIBLE,,28,7,6,2,2,0,17,0,1,1,2,0,28,4,19,1,0,16,24,26,1,23,25,0,0,0
Compress-36,Compress,36,PLAUSIBLE,,11,4,5,2,0,0,4,0,2,1,2,0,5,0,5,0,0,4,6,10,2,5,9,0,0,0
Compress-37,Compress,37,PLAUSIBLE,,7,2,5,2,2,0,1,0,1,1,2,0,0,0,2,1,1,0,4,6,1,3,5,0,0,0
Compress-38,Compress,38,PLAUSIBLE,,25,5,6,0,0,0,12,0,4,1,3,0,15,0,7,2,0,5,7,9,1,6,13,0,0,0
Compress-39,Compress,39,PLAUSIBLE,,8,4,6,0,0,0,4,0,1,0,2,0,0,0,4,2,1,0,6,7,1,5,6,0,0,0
Compress-40,Compress,40,PLAUSIBLE,,9,3,7,1,1,0,2,0,1,1,3,0,1,0,4,2,1,1,4,6,1,3,5,0,0,0
Compress-41,Compress,41,PLAUSIBLE,,9,4,6,1,1,0,3,0,1,1,3,0,0,0,4,2,2,0,5,7,1,4,6,0,0,0
Compress-42,Compress,42,PLAUSIBLE,,10,4,6,1,1,0,2,0,2,1,2,0,6,0,9,2,1,6,6,9,2,5,8,0,0,0
Compress-43,Compress,43,PLAUSIBLE,,16,5,5,0,0,0,9,0,3,1,2,0,10,0,4,1,0,3,10,14,3,9,13,0,0,0
Compress-44,Compress,44,PLAUSIBLE,,8,3,7,2,1,1,2,0,2,1,1,0,0,0,3,2,1,0,5,8,2,4,7,0,0,0
Compress-45,Compress,45,PLAUSIBLE,,4,2,4,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,2,4,1,1,3,0,0,0
Compress-46,Compress,46,PLAUSIBLE,,10,3,6,1,1,0,5,0,1,1,2,0,0,0,4,3,1,0,7,9,1,6,8,0,0,0
Compress-47,Compress,47,PLAUSIBLE,,19,5,6,4,4,0,9,0,3,1,2,0,0,0,6,5,1,0,14,18,3,13,17,0,0,0
Csv-1,Csv,1,PLAUSIBLE,,10,5,7,1,1,0,3,0,2,1,2,0,0,0,5,3,1,0,5,8,2,4,7,0,0,0
Csv-2,Csv,2,PLAUSIBLE,,5,1,4,1,1,0,0,0,1,1,2,0,0,0,1,1,0,0,2,4,1,1,3,0,0,0
Csv-3,Csv,3,PLAUSIBLE,,15,2,7,2,2,0,6,0,3,1,2,0,0,0,7,4,2,0,6,8,1,5,7,0,0,0
Csv-4,Csv,4,PLAUSIBLE,,5,3,5,1,1,0,1,0,1,1,1,0,0,0,2,1,1,0,2,5,1,1,4,0,0,0
Csv-5,Csv,5,PLAUSIBLE,,7,2,3,0,0,0,5,0,1,0,1,0,5,0,4,1,0,3,6,7,1,5,6,0,0,0
Csv-6,Csv,6,PLAUSIBLE,,3,3,3,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,2,3,1,1,2,0,0,0
Csv-7,Csv,7,PLAUSIBLE,,10,3,6,2,2,0,4,0,2,1,1,0,0,0,2,1,1,0,6,10,2,5,9,0,0,0
Csv-8,Csv,8,PLAUSIBLE,,8,2,7,2,1,1,2,0,1,1,2,0,0,0,2,1,1,0,5,7,1,4,6,0,0,0
Csv-9,Csv,9,PLAUSIBLE,,3,2,3,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,2,3,1,1,2,0,0,0
Csv-10,Csv,10,PLAUSIBLE,,7,3,6,0,0,0,3,0,1,1,1,0,0,0,3,2,1,0,5,7,1,4,6,0,0,0
Csv-11,Csv,11,PLAUSIBLE,,5,1,5,1,1,0,1,0,1,1,1,0,0,0,2,1,1,0,3,5,1,2,4,0,0,0
Csv-12,Csv,12,PLAUSIBLE,,7,3,4,0,0,0,4,0,1,1,1,0,6,0,6,1,0,5,5,7,1,4,6,0,0,0
Csv-13,Csv,13,PLAUSIBLE,,25,7,8,4,1,3,8,0,6,2,3,0,1,0,8,4,2,1,5,17,4,4,16,0,0,0
Csv-14,Csv,14,PLAUSIBLE,,22,4,8,3,3,0,15,1,1,1,2,0,13,0,10,4,1,5,19,21,1,18,20,1,0,0
Csv-15,Csv,15,PLAUSIBLE,,9,1,6,1,1,0,5,0,1,1,1,0,0,0,5,3,2,0,7,9,1,6,8,0,0,0
Csv-16,Csv,16,PLAUSIBLE,,16,5,8,5,4,1,6,0,2,1,2,0,3,0,3,1,1,1,12,7,0,11,8,0,0,0
Gson-1,Gson,1,PLAUSIBLE,,13,5,8,4,3,1,0,0,3,1,2,0,1,0,7,4,1,1,7,11,3,6,10,0,0,0
Gson-2,Gson,2,PLAUSIBLE,,27,9,8,7,7,0,9,0,6,1,2,0,0,0,7,6,1,0,7,25,6,6,24,0,0,0
Gson-3,Gson,3,PLAUSIBLE,,10,4,6,2,2,0,3,0,2,1,2,0,1,0,4,2,1,1,5,9,2,4,8,0,0,0
Gson-4,Gson,4,PLAUSIBLE,,20,7,8,4,4,0,9,0,3,1,2,0,7,0,9,2,2,5,11,18,3,10,17,0,0,0
Gson-5,Gson,5,PLAUSIBLE,,8,5,6,2,2,0,1,0,1,1,2,0,1,0,2,1,0,1,4,6,1,3,5,0,0,0
Gson-6,Gson,6,PLAUSIBLE,,7,3,6,2,1,1,1,0,1,1,2,0,0,0,3,2,1,0,4,6,1,3,5,0,0,0
Gson-7,Gson,7,PLAUSIBLE,,12,4,6,4,4,0,3,0,2,1,2,0,0,0,2,1,1,0,8,11,2,7,10,0,0,0
Gson-8,Gson,8,PLAUSIBLE,,12,4,7,2,1,1,1,0,5,1,2,0,1,0,4,1,1,1,4,10,5,3,9,0,0,0
Gson-9,Gson,9,PLAUSIBLE,,28,8,12,1,1,0,9,0,2,2,6,2,9,0,19,3,2,5,4,6,1,3,11,0,0,1
Gson-10,Gson,10,PLAUSIBLE,,10,3,6,2,2,0,4,0,1,1,2,0,0,0,4,3,1,0,7,9,1,6,8,0,0,0
Gson-11,Gson,11,PLAUSIBLE,,5,2,5,0,0,0,2,0,1,1,1,0,0,0,2,1,1,0,3,5,1,2,4,0,0,0
Gson-12,Gson,12,PLAUSIBLE,,6,3,5,2,1,1,0,0,1,1,2,0,0,0,2,1,1,0,3,5,1,2,4,0,0,0
Gson-13,Gson,13,PLAUSIBLE,,8,3,6,1,1,0,3,0,1,1,2,0,0,0,2,1,1,0,5,7,1,4,6,0,0,0
Gson-14,Gson,14,PLAUSIBLE,,15,4,8,5,4,1,4,0,1,1,3,0,1,0,5,2,1,1,10,12,1,9,11,0,0,0
Gson-15,Gson,15,PLAUSIBLE,,5,2,4,0,0,0,1,0,1,1,2,0,0,0,1,1,0,0,2,4,1,1,3,0,0,0
