id,project,bug,verdict,note,similarity,num_turns,total_cost_usd,wallclock_s,agent_s,patch_added_lines,patch_removed_lines,input_tokens,output_tokens,cache_read_input_tokens
Closure-171,Closure,171,PLAUSIBLE,all developer tests pass,different,312,17.66802520000002,3301,3089,87,6,624,203496,70282291
Closure-172,Closure,172,PLAUSIBLE,all developer tests pass,same-files,40,0.7744902000000002,584,339,4,0,80,19635,1746731
Closure-173,Closure,173,PLAUSIBLE,all developer tests pass,same-files,36,0.6099396,565,333,38,6,72,13473,1389848
Closure-174,Closure,174,PLAUSIBLE,all developer tests pass,different,50,1.147166,727,503,22,8,100,35307,2485765
Closure-175,Closure,175,PLAUSIBLE,all developer tests pass,same-files,86,2.3815041999999997,1236,1110,97,1,172,48329,6910591
Closure-176,Closure,176,PLAUSIBLE,all developer tests pass,same-files,43,0.6618796000000001,1005,828,7,0,86,17851,1477693
Codec-1,Codec,1,PLAUSIBLE,all developer tests pass,identical,19,0.2615564000000001,217,206,3,3,34,4547,425282
Codec-2,Codec,2,PLAUSIBLE,all developer tests pass,identical,7,0.21461019999999997,42,32,1,1,14,2032,185026
Codec-3,Codec,3,PLAUSIBLE,all developer tests pass,identical,11,0.15978099999999998,96,79,1,1,22,4472,221220
Codec-4,Codec,4,PLAUSIBLE,all developer tests pass,identical,15,0.3632694,127,107,1,1,30,7078,547477
Codec-5,Codec,5,PLAUSIBLE,all developer tests pass,identical,11,0.13573100000000002,49,37,4,1,22,2400,232305
Codec-6,Codec,6,PLAUSIBLE,all developer tests pass,identical,11,0.16818959999999997,101,69,5,1,22,4436,241028
Codec-7,Codec,7,PLAUSIBLE,all developer tests pass,same-files,18,0.36555760000000004,150,122,3,3,36,8163,598218
Codec-8,Codec,8,PLAUSIBLE,all developer tests pass,different,11,0.1685744,71,56,4,4,22,3624,257597
Codec-9,Codec,9,PLAUSIBLE,all developer tests pass,identical,9,0.10629040000000001,50,36,1,1,18,1874,169542
Codec-10,Codec,10,PLAUSIBLE,all developer tests pass,same-files,6,0.11615919999999999,72,57,2,2,12,3247,110386
Codec-11,Codec,11,PLAUSIBLE,all developer tests pass,same-files,34,1.3566763999999998,706,680,115,21,68,57911,2122497
Codec-12,Codec,12,PLAUSIBLE,all developer tests pass,same-files,9,0.14336559999999998,67,45,21,2,18,2219,212293
Codec-13,Codec,13,PLAUSIBLE,all developer tests pass,different,17,0.1927174,111,86,3,1,34,3490,392402
Codec-14,Codec,14,PLAUSIBLE,all developer tests pass,different,27,0.4364907999999999,196,164,18,2,54,9723,952774
Codec-15,Codec,15,PLAUSIBLE,all developer tests pass,same-files,8,0.21128360000000002,133,96,9,4,16,8411,181198
Codec-16,Codec,16,PLAUSIBLE,all developer tests pass,same-files,7,0.11911540000000001,64,44,1,1,14,2214,141127
Codec-17,Codec,17,PLAUSIBLE,all developer tests pass,identical,4,0.0908674,56,28,1,1,8,688,77627
Codec-18,Codec,18,PLAUSIBLE,all developer tests pass,same-files,5,0.087687,81,42,4,1,10,1268,93335
Collections-1,Collections,1,PLAUSIBLE,all developer tests pass,same-files,8,0.1271044,76,35,10,4,16,1556,180387
Collections-2,Collections,2,PLAUSIBLE,all developer tests pass,same-files,13,0.15394560000000002,98,67,12,2,26,4335,256323
Collections-3,Collections,3,PLAUSIBLE,all developer tests pass,identical,6,0.07879239999999998,59,28,1,1,12,1071,106302
Collections-4,Collections,4,PLAUSIBLE,all developer tests pass,same-files,7,0.127136,68,34,0,2,10,1770,116715
Collections-5,Collections,5,PLAUSIBLE,all developer tests pass,same-files,9,0.0922078,77,42,5,2,18,1451,159299
Collections-6,Collections,6,PLAUSIBLE,all developer tests pass,identical,14,0.16748340000000003,109,66,6,6,28,4110,294157
Collections-7,Collections,7,PLAUSIBLE,all developer tests pass,same-files,14,0.1894928,112,73,28,16,28,4135,334139
Collections-8,Collections,8,PLAUSIBLE,all developer tests pass,same-files,8,0.1318732,89,47,1,1,16,2601,164641
Collections-9,Collections,9,PLAUSIBLE,all developer tests pass,same-files,7,0.09159920000000002,64,32,2,1,14,1521,124476
Collections-10,Collections,10,PLAUSIBLE,all developer tests pass,same-files,25,0.35661480000000007,267,229,7,2,50,5895,795514
Collections-11,Collections,11,PLAUSIBLE,all developer tests pass,same-files,5,0.0810648,64,28,8,2,10,1027,90944
Collections-12,Collections,12,PLAUSIBLE,all developer tests pass,same-files,9,0.10660720000000001,77,43,1,1,18,1773,169141
Collections-13,Collections,13,PLAUSIBLE,all developer tests pass,same-files,7,0.08559020000000002,64,32,4,1,14,1350,124426
Collections-14,Collections,14,PLAUSIBLE,all developer tests pass,same-files,8,0.09845900000000002,96,63,1,1,16,2360,137925
Collections-15,Collections,15,PLAUSIBLE,all developer tests pass,same-files,7,0.12093140000000001,83,50,5,2,14,3011,126897
Collections-16,Collections,16,PLAUSIBLE,all developer tests pass,same-files,9,0.1696678,99,67,9,1,18,3729,209359
Collections-17,Collections,17,PLAUSIBLE,all developer tests pass (a flaky test failed on the first full run only),same-files,8,0.09786139999999999,101,39,9,1,14,1571,131427
Collections-18,Collections,18,PLAUSIBLE,all developer tests pass,same-files,8,0.1238664,125,49,5,1,16,2452,164677
Collections-19,Collections,19,PLAUSIBLE,all developer tests pass,same-files,5,0.08888560000000001,90,44,4,2,10,2476,83263
Collections-20,Collections,20,PLAUSIBLE,all developer tests pass,same-files,8,0.2898634,182,141,3,6,16,11674,224272
Collections-21,Collections,21,PLAUSIBLE,all developer tests pass,same-files,13,0.11867320000000002,79,42,2,2,26,2099,239761
Collections-22,Collections,22,PLAUSIBLE,all developer tests pass,same-files,8,0.09795039999999999,64,34,5,5,16,1703,146582
Collections-23,Collections,23,PLAUSIBLE,all developer tests pass,same-files,13,0.1770214,117,77,5,1,26,2043,324077
Collections-24,Collections,24,PLAUSIBLE,all developer tests pass,same-files,15,0.18681120000000004,119,79,12,1,24,4280,289381
Collections-25,Collections,25,PLAUSIBLE,all developer tests pass,same-files,19,0.2314958,121,75,6,3,38,4023,479379
Collections-26,Collections,26,PLAUSIBLE,all developer tests pass,identical,7,0.09551700000000002,82,39,1,1,14,1325,132240
Collections-27,Collections,27,PLAUSIBLE,all developer tests pass,same-files,9,0.10097380000000002,91,42,7,0,18,1758,165589
Collections-28,Collections,28,PLAUSIBLE,all developer tests pass,same-files,8,0.10385340000000001,81,41,1,1,16,1726,153062
Compress-1,Compress,1,PLAUSIBLE,all developer tests pass,same-files,17,0.36542500000000006,129,106,1,0,34,8840,607135
Compress-2,Compress,2,PLAUSIBLE,all developer tests pass,same-files,14,0.2028642,110,84,24,1,28,5725,325366
Compress-3,Compress,3,PLAUSIBLE,all developer tests pass,same-files,22,0.2842566,83,64,7,1,36,4652,557588
Compress-4,Compress,4,PLAUSIBLE,all developer tests pass,different,24,0.5380254,170,149,11,1,48,11902,1105747
Compress-5,Compress,5,PLAUSIBLE,all developer tests pass,same-files,9,0.141221,56,41,2,0,18,2914,188880
Compress-6,Compress,6,PLAUSIBLE,all developer tests pass,same-files,8,0.09621520000000001,42,25,5,3,16,1710,143561
Compress-7,Compress,7,PLAUSIBLE,all developer tests pass,same-files,6,0.0750946,41,21,1,1,12,1158,101823
Compress-8,Compress,8,PLAUSIBLE,all developer tests pass,same-files,12,0.33858679999999997,176,157,30,15,24,15106,319979
Compress-9,Compress,9,PLAUSIBLE,all developer tests pass,same-files,14,0.177444,70,46,11,1,24,3115,297970
Compress-10,Compress,10,PLAUSIBLE,all developer tests pass,same-files,13,0.24704260000000006,82,63,9,2,26,4524,398278
Compress-11,Compress,11,PLAUSIBLE,all developer tests pass,different,31,0.7272949999999999,285,262,33,0,62,20841,1397285
Compress-12,Compress,12,PLAUSIBLE,all developer tests pass,same-files,7,0.0919092,48,25,5,1,14,1517,128386
Compress-13,Compress,13,PLAUSIBLE,all developer tests pass,different,26,0.3575278,157,131,4,1,52,10194,702354
Compress-14,Compress,14,PLAUSIBLE,all developer tests pass,different,10,0.1273028,57,38,6,1,20,2345,205699
Compress-15,Compress,15,PLAUSIBLE,all developer tests pass,same-files,6,0.07461740000000001,39,19,7,5,12,1216,99957
Compress-16,Compress,16,PLAUSIBLE,all developer tests pass,same-files,14,0.2531358,68,46,4,1,26,3385,403509
Compress-17,Compress,17,PLAUSIBLE,all developer tests pass,same-files,24,0.5037564,327,309,7,1,48,13058,905607
Compress-18,Compress,18,PLAUSIBLE,all developer tests pass,identical,10,0.1305048,69,47,3,0,20,2297,210809
Compress-19,Compress,19,PLAUSIBLE,all developer tests pass,identical,7,0.1123588,64,40,5,1,14,1658,148384
Compress-20,Compress,20,PLAUSIBLE,all developer tests pass,same-files,23,0.3342004,160,140,18,12,46,9833,613267
Compress-21,Compress,21,PLAUSIBLE,all developer tests pass,identical,7,0.19485459999999996,87,49,2,3,14,4200,194218
Compress-22,Compress,22,PLAUSIBLE,all developer tests pass,same-files,11,0.38076980000000005,201,173,47,23,22,14028,380499
Compress-23,Compress,23,PLAUSIBLE,all developer tests pass,same-files,7,0.08734320000000001,63,42,2,2,14,1581,124676
Compress-24,Compress,24,PLAUSIBLE,all developer tests pass,same-files,9,0.16015500000000002,113,79,4,7,18,5721,180985
Compress-25,Compress,25,PLAUSIBLE,all developer tests pass,identical,8,0.17227019999999998,68,36,1,0,16,2022,206036
Compress-26,Compress,26,PLAUSIBLE,all developer tests pass,same-files,9,0.12674000000000002,66,37,12,1,18,2301,190010
Compress-27,Compress,27,PLAUSIBLE,all developer tests pass,same-files,11,0.1634196,87,61,1,2,22,4430,238993
Compress-28,Compress,28,PLAUSIBLE,all developer tests pass,same-files,7,0.12868480000000002,62,29,4,1,14,1693,156989
Compress-29,Compress,29,PLAUSIBLE,all developer tests pass,same-files,45,0.8350091999999998,404,360,20,0,90,13604,2308691
Compress-30,Compress,30,PLAUSIBLE,all developer tests pass,identical,6,0.0726316,92,27,3,0,12,968,101468
Compress-31,Compress,31,PLAUSIBLE,all developer tests pass,identical,8,0.15277100000000005,94,40,0,3,16,1926,200735
Compress-32,Compress,32,PLAUSIBLE,all developer tests pass,identical,7,0.0846032,97,51,2,2,14,1269,125201
Compress-33,Compress,33,PLAUSIBLE,all developer tests pass,same-files,13,0.19084260000000003,90,58,10,1,26,2822,350678
Compress-34,Compress,34,PLAUSIBLE,all developer tests pass,same-files,7,0.11208520000000002,63,32,1,1,14,1183,145931
Compress-35,Compress,35,PLAUSIBLE,all developer tests pass,same-files,29,0.41385779999999994,199,144,2,2,58,9322,865309
Compress-36,Compress,36,PLAUSIBLE,all developer tests pass,same-files,12,0.128098,99,62,1,2,24,2182,236665
Compress-37,Compress,37,PLAUSIBLE,all developer tests pass,same-files,8,0.11235919999999999,112,53,3,0,16,2930,149271
Compress-38,Compress,38,PLAUSIBLE,all developer tests pass,same-files,26,0.4250705999999999,259,201,5,0,52,13476,775423
Compress-39,Compress,39,PLAUSIBLE,all developer tests pass,same-files,9,0.0997478,88,47,4,1,18,1546,164319
Compress-40,Compress,40,PLAUSIBLE,all developer tests pass,same-files,10,0.38852680000000006,251,213,36,8,20,18958,305559
Compress-41,Compress,41,PLAUSIBLE,all developer tests pass,same-files,10,0.206954,80,41,4,1,20,1947,303660
Compress-42,Compress,42,PLAUSIBLE,all developer tests pass,identical,11,0.14333760000000004,90,58,2,1,22,3913,221383
Compress-43,Compress,43,PLAUSIBLE,all developer tests pass,same-files,17,0.21318240000000005,125,57,4,4,34,3101,446487
Compress-44,Compress,44,PLAUSIBLE,all developer tests pass,same-files,9,0.1112172,72,33,3,5,14,1317,147901
Compress-45,Compress,45,PLAUSIBLE,all developer tests pass,identical,5,0.07841899999999999,84,35,2,1,10,1432,86430
Compress-46,Compress,46,PLAUSIBLE,all developer tests pass,same-files,11,0.18155440000000003,88,46,1,2,22,2294,293252
Compress-47,Compress,47,PLAUSIBLE,all developer tests pass,same-files,20,0.252604,144,90,8,1,40,5976,497300
Csv-1,Csv,1,PLAUSIBLE,all developer tests pass,identical,11,0.1256566,52,33,1,1,22,2006,222828
Csv-2,Csv,2,PLAUSIBLE,all developer tests pass,same-files,6,0.071794,36,19,9,1,12,927,101955
Csv-3,Csv,3,PLAUSIBLE,all developer tests pass,same-files,16,0.30560360000000003,103,91,13,0,32,5891,501753
Csv-4,Csv,4,PLAUSIBLE,all developer tests pass,identical,6,0.0712858,46,20,1,1,12,957,100929
Csv-5,Csv,5,PLAUSIBLE,all developer tests pass,identical,8,0.09575959999999999,45,25,2,0,16,1295,148273
Csv-6,Csv,6,PLAUSIBLE,all developer tests pass,identical,4,0.062053800000000006,38,17,2,0,8,843,63794
Csv-7,Csv,7,PLAUSIBLE,all developer tests pass,same-files,11,0.1037584,48,32,7,1,22,1626,198532
Csv-8,Csv,8,PLAUSIBLE,all developer tests pass,same-files,9,0.09534799999999999,50,25,1,1,18,1359,165060
Csv-9,Csv,9,PLAUSIBLE,all developer tests pass,identical,4,0.061535599999999996,34,13,3,0,8,776,63788
Csv-10,Csv,10,PLAUSIBLE,all developer tests pass,identical,8,0.09447000000000001,42,22,3,0,16,1262,149585
Csv-11,Csv,11,PLAUSIBLE,all developer tests pass,identical,6,0.074721,36,21,1,1,12,960,103570
Csv-12,Csv,12,PLAUSIBLE,all developer tests pass,identical,8,0.09557700000000001,51,23,1,1,14,1498,132285
Csv-13,Csv,13,PLAUSIBLE,all developer tests pass,same-files,26,0.36229999999999996,163,141,5,2,52,8639,751210
Csv-14,Csv,14,PLAUSIBLE,all developer tests pass,same-files,23,0.45341059999999983,261,239,1,4,46,8580,909213
Csv-15,Csv,15,PLAUSIBLE,all developer tests pass,same-files,10,0.15382920000000003,75,46,1,1,20,3234,224426
Csv-16,Csv,16,PLAUSIBLE,all developer tests pass,same-files,17,0.21796360000000004,104,73,21,9,34,5593,388813
Gson-1,Gson,1,PLAUSIBLE,all developer tests pass,different,14,0.2772198,128,105,11,4,28,9048,387194
Gson-2,Gson,2,PLAUSIBLE,all developer tests pass,different,28,0.3487598,114,99,12,3,56,7029,816074
Gson-3,Gson,3,PLAUSIBLE,all developer tests pass,identical,11,0.13569959999999998,66,40,17,1,22,2759,225203
Gson-4,Gson,4,PLAUSIBLE,all developer tests pass,identical,21,0.30254880000000006,101,78,9,19,42,5476,616804
Gson-5,Gson,5,PLAUSIBLE,all developer tests pass,same-files,9,0.10910620000000001,49,31,4,1,18,2146,171386
Gson-6,Gson,6,PLAUSIBLE,all developer tests pass,identical,8,0.108482,44,26,2,0,16,1519,162920
Gson-7,Gson,7,PLAUSIBLE,all developer tests pass,identical,13,0.20997719999999995,84,62,10,2,26,3962,347096
Gson-8,Gson,8,PLAUSIBLE,all developer tests pass,identical,13,0.16104439999999998,69,50,13,0,24,3679,268927
Gson-9,Gson,9,PLAUSIBLE,all developer tests pass,different,29,0.37526299999999996,145,128,6,0,58,7482,796675
Gson-10,Gson,10,PLAUSIBLE,all developer tests pass,identical,11,0.14776599999999998,65,43,2,2,22,2980,232075
Gson-11,Gson,11,PLAUSIBLE,all developer tests pass,identical,6,0.07651580000000001,39,21,1,0,12,1157,103169
Gson-12,Gson,12,PLAUSIBLE,all developer tests pass,identical,7,0.1380782,61,43,4,0,14,3122,157066
Gson-13,Gson,13,PLAUSIBLE,all developer tests pass,same-files,9,0.1107338,56,35,2,1,18,2092,172039
Gson-14,Gson,14,PLAUSIBLE,all developer tests pass,same-files,16,0.2859864,108,90,18,4,32,7980,449927
Gson-15,Gson,15,PLAUSIBLE,all developer tests pass,same-files,6,0.0692314,46,21,3,1,12,846,100422
Gson-16,Gson,16,PLAUSIBLE,all developer tests pass,identical,6,0.1222318,53,30,5,0,12,1822,134794
Gson-17,Gson,17,PLAUSIBLE,all developer tests pass,identical,9,0.1017644,45,27,3,2,18,1513,172157
Gson-18,Gson,18,PLAUSIBLE,all developer tests pass,same-files,19,0.2500468,89,65,3,0,38,4856,482439
JacksonCore-1,JacksonCore,1,PLAUSIBLE,all developer tests pass,different,14,0.19696260000000002,93,61,5,0,28,3906,348708
JacksonCore-2,JacksonCore,2,PLAUSIBLE,all developer tests pass,same-files,29,0.5737402,187,159,44,4,58,13948,1209136
JacksonCore-3,JacksonCore,3,PLAUSIBLE,all developer tests pass,identical,13,0.15053100000000003,73,45,2,0,26,2630,266975
JacksonCore-4,JacksonCore,4,PLAUSIBLE,all developer tests pass,same-files,9,0.09773280000000001,59,30,1,1,18,1967,159049
JacksonCore-5,JacksonCore,5,PLAUSIBLE,all developer tests pass,identical,4,0.0752582,39,19,1,1,8,970,68921
JacksonCore-6,JacksonCore,6,PLAUSIBLE,all developer tests pass,identical,8,0.09847800000000001,49,28,9,2,16,1311,150410
JacksonCore-7,JacksonCore,7,PLAUSIBLE,all developer tests pass,identical,12,0.14970260000000002,63,36,3,0,24,2487,256903
JacksonCore-8,JacksonCore,8,PLAUSIBLE,all developer tests pass,same-files,13,0.14175300000000002,71,41,1,1,26,2510,265045
JacksonCore-9,JacksonCore,9,PLAUSIBLE,all developer tests pass,different,14,0.16607740000000001,66,41,3,0,28,2426,322262
JacksonCore-10,JacksonCore,10,TEST_FAIL,3 relevant test(s) still failing,,61,2.4912908000000002,1833,1800,3,7,118,77862,5560779
JacksonCore-11,JacksonCore,11,PLAUSIBLE,all developer tests pass,identical,16,0.323143,165,133,1,0,32,9621,480925
JacksonCore-12,JacksonCore,12,PLAUSIBLE,all developer tests pass,different,32,0.5910014000000002,200,170,17,4,64,14724,1261757
JacksonCore-13,JacksonCore,13,PLAUSIBLE,all developer tests pass,identical,13,0.1445788,70,43,9,0,26,2523,268274
JacksonCore-14,JacksonCore,14,PLAUSIBLE,all developer tests pass,same-files,8,0.10796359999999998,56,28,1,1,14,1609,140313
JacksonCore-15,JacksonCore,15,PLAUSIBLE,all developer tests pass,same-files,27,0.8328754,317,295,88,20,54,28439,1416112
JacksonCore-16,JacksonCore,16,PLAUSIBLE,all developer tests pass,same-files,11,0.14318080000000002,80,57,10,1,20,3930,199759
JacksonCore-17,JacksonCore,17,PLAUSIBLE,all developer tests pass,same-files,11,0.1430774,72,46,8,2,22,3021,229772
JacksonCore-18,JacksonCore,18,PLAUSIBLE,all developer tests pass,same-files,20,0.2664582,114,88,15,10,40,7391,496051
JacksonCore-19,JacksonCore,19,PLAUSIBLE,all developer tests pass,different,7,0.0896192,57,26,4,0,14,1415,127956
JacksonCore-20,JacksonCore,20,PLAUSIBLE,all developer tests pass,identical,8,0.09858259999999999,61,27,10,1,16,1481,150953
JacksonCore-21,JacksonCore,21,PLAUSIBLE,all developer tests pass,same-files,37,1.3364198,541,510,1,1,74,45021,2444234
JacksonCore-22,JacksonCore,22,PLAUSIBLE,all developer tests pass,same-files,42,1.1658099999999998,400,373,14,2,84,31883,2540925
JacksonCore-23,JacksonCore,23,PLAUSIBLE,all developer tests pass,same-files,5,0.06392060000000001,70,27,4,0,10,942,79823
JacksonCore-24,JacksonCore,24,PLAUSIBLE,all developer tests pass,same-files,30,0.48029839999999985,168,131,22,8,60,8725,1067267
JacksonCore-25,JacksonCore,25,PLAUSIBLE,all developer tests pass,identical,9,0.1220532,72,33,1,1,18,1704,189726
JacksonCore-26,JacksonCore,26,PLAUSIBLE,all developer tests pass,identical,36,0.6830320000000001,298,255,1,0,72,21508,1328495
JacksonDatabind-1,JacksonDatabind,1,PLAUSIBLE,all developer tests pass,identical,10,0.13965840000000002,139,57,1,0,20,2505,213577
JacksonDatabind-2,JacksonDatabind,2,PLAUSIBLE,all developer tests pass,same-files,20,0.23593580000000003,247,128,27,6,40,5763,454579
JacksonDatabind-3,JacksonDatabind,3,PLAUSIBLE,all developer tests pass,same-files,4,0.0680698,148,39,1,1,8,723,66949
JacksonDatabind-4,JacksonDatabind,4,PLAUSIBLE,all developer tests pass,identical,11,0.1572378,182,65,8,0,22,2961,243714
JacksonDatabind-5,JacksonDatabind,5,PLAUSIBLE,all developer tests pass,same-files,12,0.3185258,259,136,5,0,24,9611,372189
JacksonDatabind-6,JacksonDatabind,6,PLAUSIBLE,all developer tests pass,same-files,11,0.27215819999999996,233,120,28,7,22,8682,329821
JacksonDatabind-7,JacksonDatabind,7,PLAUSIBLE,all developer tests pass,different,23,0.42235700000000004,271,148,8,1,46,10708,776820
JacksonDatabind-8,JacksonDatabind,8,PLAUSIBLE,all developer tests pass,same-files,15,0.2705478,224,131,16,6,30,8563,401679
JacksonDatabind-9,JacksonDatabind,9,PLAUSIBLE,all developer tests pass,same-files,43,0.5728512,288,224,2,0,86,11068,1516781
JacksonDatabind-10,JacksonDatabind,10,PLAUSIBLE,all developer tests pass,same-files,29,0.3668434000000002,273,158,16,11,58,8653,815117
JacksonDatabind-11,JacksonDatabind,11,PLAUSIBLE,all developer tests pass,identical,21,0.3468214,239,125,5,4,40,7964,648832
JacksonDatabind-12,JacksonDatabind,12,PLAUSIBLE,all developer tests pass,identical,31,0.5351034,330,215,3,1,62,13621,1063672
JacksonDatabind-13,JacksonDatabind,13,PLAUSIBLE,all developer tests pass,different,17,0.2677796,271,145,4,3,34,5590,464208
JacksonDatabind-14,JacksonDatabind,14,PLAUSIBLE,all developer tests pass,same-files,39,0.6255575999999999,508,389,5,1,78,14524,1497398
JacksonDatabind-15,JacksonDatabind,15,PLAUSIBLE,all developer tests pass,different,40,0.7684458000000001,437,312,35,6,80,19339,1746954
JacksonDatabind-16,JacksonDatabind,16,PLAUSIBLE,all developer tests pass,identical,31,0.4331616000000001,678,554,1,1,62,11107,930728
JacksonDatabind-17,JacksonDatabind,17,PLAUSIBLE,all developer tests pass,identical,13,0.16613640000000005,188,69,2,2,26,3035,288702
JacksonDatabind-18,JacksonDatabind,18,PLAUSIBLE,all developer tests pass,same-files,23,0.4476693999999999,780,702,38,0,46,13288,764057
JacksonDatabind-19,JacksonDatabind,19,PLAUSIBLE,all developer tests pass,identical,10,0.12955239999999998,229,89,3,0,20,2201,212462
JacksonDatabind-20,JacksonDatabind,20,PLAUSIBLE,all developer tests pass,different,32,0.6089278,370,253,27,3,64,18929,1198814
JacksonDatabind-21,JacksonDatabind,21,PLAUSIBLE,all developer tests pass,same-files,18,0.20765699999999992,224,94,20,0,36,4395,407025
JacksonDatabind-22,JacksonDatabind,22,PLAUSIBLE,all developer tests pass,different,16,0.21081879999999997,269,135,13,6,32,5256,365159
JacksonDatabind-23,JacksonDatabind,23,PLAUSIBLE,all developer tests pass,same-files,19,0.2637376,276,121,27,2,38,4831,523133
JacksonDatabind-24,JacksonDatabind,24,PLAUSIBLE,all developer tests pass,identical,12,0.1484406,211,67,1,2,24,2536,256938
JacksonDatabind-25,JacksonDatabind,25,PLAUSIBLE,all developer tests pass,different,27,0.3533596,266,124,2,2,54,7208,793473
JacksonDatabind-26,JacksonDatabind,26,PLAUSIBLE,all developer tests pass,same-files,28,0.4507678,343,180,3,1,56,10282,876499
JacksonDatabind-27,JacksonDatabind,27,PLAUSIBLE,all developer tests pass,identical,11,0.21400660000000002,237,95,1,1,22,5161,284853
JacksonDatabind-28,JacksonDatabind,28,PLAUSIBLE,all developer tests pass,same-files,14,0.1720372,154,76,2,1,28,2855,311746
JacksonDatabind-29,JacksonDatabind,29,PLAUSIBLE,all developer tests pass,different,32,0.7270040000000002,487,397,9,0,64,22323,1379875
JacksonDatabind-30,JacksonDatabind,30,PLAUSIBLE,all developer tests pass,different,22,0.3233734,267,119,8,1,44,7134,637797
JacksonDatabind-31,JacksonDatabind,31,PLAUSIBLE,all developer tests pass,same-files,37,0.5834042,669,517,29,19,72,14861,1274201
JacksonDatabind-32,JacksonDatabind,32,PLAUSIBLE,all developer tests pass,identical,14,0.16628980000000002,339,203,3,0,28,3459,301864
JacksonDatabind-33,JacksonDatabind,33,PLAUSIBLE,all developer tests pass,same-files,12,0.1321364,225,74,2,1,24,2720,234607
JacksonDatabind-34,JacksonDatabind,34,PLAUSIBLE,all developer tests pass,identical,6,0.0792456,211,51,1,1,12,1031,105873
JacksonDatabind-35,JacksonDatabind,35,PLAUSIBLE,all developer tests pass,same-files,12,0.20426800000000003,187,96,12,6,24,5944,280650
JacksonDatabind-36,JacksonDatabind,36,PLAUSIBLE,all developer tests pass,same-files,17,0.23498360000000001,247,98,21,0,34,4160,453333
JacksonDatabind-37,JacksonDatabind,37,PLAUSIBLE,all developer tests pass,different,42,0.7906314000000001,455,304,10,3,84,16706,1846812
JacksonDatabind-38,JacksonDatabind,38,PLAUSIBLE,all developer tests pass,same-files,30,0.6866009999999999,405,255,21,4,60,17977,1353965
JacksonDatabind-39,JacksonDatabind,39,PLAUSIBLE,all developer tests pass,same-files,14,0.2471332,179,101,10,1,28,5554,389186
JacksonDatabind-40,JacksonDatabind,40,PLAUSIBLE,all developer tests pass,same-files,16,0.24306920000000004,186,85,11,2,32,4246,449896
JacksonDatabind-41,JacksonDatabind,41,PLAUSIBLE,all developer tests pass,same-files,9,0.1089218,208,64,9,2,18,2015,169949
JacksonDatabind-42,JacksonDatabind,42,PLAUSIBLE,all developer tests pass,identical,9,0.09883040000000001,172,58,3,0,18,1485,166632
JacksonDatabind-43,JacksonDatabind,43,PLAUSIBLE,all developer tests pass,same-files,10,0.12175680000000003,176,69,7,2,20,2363,199169
JacksonDatabind-44,JacksonDatabind,44,PLAUSIBLE,all developer tests pass,same-files,53,1.1117042000000001,620,482,19,1,106,22333,2941066
JacksonDatabind-45,JacksonDatabind,45,PLAUSIBLE,all developer tests pass,same-files,22,0.3498032,425,283,3,1,44,8870,655946
JacksonDatabind-46,JacksonDatabind,46,PLAUSIBLE,all developer tests pass,identical,15,0.16141879999999997,223,80,1,1,30,3109,316114
JacksonDatabind-47,JacksonDatabind,47,PLAUSIBLE,all developer tests pass,same-files,12,0.1905242,230,79,18,4,24,3402,304391
JacksonDatabind-48,JacksonDatabind,48,PLAUSIBLE,all developer tests pass,different,65,1.7717247999999999,629,484,8,0,130,33216,4991959
JacksonDatabind-49,JacksonDatabind,49,PLAUSIBLE,all developer tests pass,identical,15,0.17933459999999996,272,204,2,0,30,3927,325278
JacksonDatabind-50,JacksonDatabind,50,PLAUSIBLE,all developer tests pass,different,90,2.5646386000000008,1033,878,81,4,180,58810,7242178
JacksonDatabind-51,JacksonDatabind,51,PLAUSIBLE,all developer tests pass,same-files,10,0.16070220000000002,162,80,5,4,20,3372,234046
JacksonDatabind-52,JacksonDatabind,52,PLAUSIBLE,all developer tests pass,same-files,14,0.203984,236,91,16,3,28,4022,348545
JacksonDatabind-53,JacksonDatabind,53,PLAUSIBLE,all developer tests pass,different,22,0.3942506,316,160,15,13,44,10354,677763
JacksonDatabind-54,JacksonDatabind,54,PLAUSIBLE,all developer tests pass,same-files,14,0.17377180000000003,212,87,1,1,28,4047,299624
JacksonDatabind-55,JacksonDatabind,55,PLAUSIBLE,all developer tests pass,same-files,26,0.3334170000000001,215,133,16,10,52,7042,730155
JacksonDatabind-56,JacksonDatabind,56,PLAUSIBLE,all developer tests pass,same-files,8,0.09315279999999998,178,60,6,0,16,1643,141684
JacksonDatabind-57,JacksonDatabind,57,PLAUSIBLE,all developer tests pass,identical,8,0.101738,194,58,1,1,16,1408,155120
JacksonDatabind-58,JacksonDatabind,58,PLAUSIBLE,all developer tests pass,different,20,0.2960662,271,123,19,1,40,6668,576786
JacksonDatabind-59,JacksonDatabind,59,PLAUSIBLE,all developer tests pass,different,78,1.7894618000000002,711,547,45,0,156,31761,5413594
JacksonDatabind-60,JacksonDatabind,60,PLAUSIBLE,all developer tests pass,same-files,18,0.36567140000000004,270,117,102,2,34,6677,663337
JacksonDatabind-61,JacksonDatabind,61,PLAUSIBLE,all developer tests pass,different,26,0.32074920000000007,305,160,6,0,52,6755,702911
JacksonDatabind-62,JacksonDatabind,62,PLAUSIBLE,all developer tests pass,same-files,48,1.1068296000000002,698,560,12,0,96,18588,2843888
